22,26
23,26
30,26
31,26
32,26
33,26
36,26
37,26
38,26
39,26
40,26
45,26
46,26
4,27
5,27
15,27
16,27
17,27
18,27
21,27
22,27
31,27
32,27
33,27
34,27
35,27
36,27
37,27
38,27
46,27
47,27
4,28
5,28
16,28
17,28
18,28
19,28
21,28
37,28
38,28
39,28
40,28
47,28
48,28
49,28
4,29
5,29
18,29
19,29
21,29
22,29
28,29
39,29
40,29
41,29
48,29
49,29
4,30
5,30
19,30
20,30
22,30
27,30
28,30
39,30
40,30
41,30
42,30
49,30
50,30
3,31
4,31
5,31
19,31
20,31
22,31
23,31
27,31
28,31
29,31
30,31
31,31
32,31
36,31
37,31
38,31
39,31
42,31
43,31
49,31
50,31
51,31
3,32
4,32
5,32
19,32
20,32
23,32
28,32
29,32
30,32
31,32
32,32
33,32
34,32
35,32
36,32
37,32
38,32
43,32
44,32
50,32
51,32
3,33
4,33
5,33
19,33
20,33
23,33
24,33
28,33
34,33
35,33
51,33
52,33
3,34
4,34
5,34
20,34
23,34
24,34
28,34
44,34
45,34
52,34
53,34
3,35
4,35
5,35
19,35
20,35
21,35
24,35
28,35
45,35
46,35
51,35
52,35
53,35
4,36
5,36
21,36
22,36
24,36
28,36
29,36
46,36
51,36
52,36
53,36
4,37
5,37
21,37
24,37
28,37
29,37
46,37
47,37
51,37
52,37
4,38
5,38
21,38
22,38
24,38
25,38
29,38
47,38
48,38
49,38
50,38
51,38
52,38
4,39
5,39
21,39
22,39
24,39
25,39
29,39
30,39
48,39
49,39
50,39
51,39
4,40
5,40
21,40
22,40
24,40
25,40
29,40
30,40
4,41
5,41
22,41
23,41
30,41
4,42
5,42
30,42
31,42
4,43
5,43
30,43
31,43
4,44
5,44
6,44
30,44
31,44
5,45
6,45
31,45
32,45
5,46
6,46
31,46
32,46
6,47
7,47
25,47
26,47
31,47
32,47
6,48
7,48
21,48
22,48
23,48
24,48
25,48
26,48
27,48
32,48
33,48
7,49
8,49
17,49
18,49
19,49
20,49
21,49
22,49
23,49
24,49
25,49
26,49
27,49
32,49
33,49
7,50
8,50
13,50
14,50
15,50
16,50
17,50
18,50
19,50
20,50
25,50
26,50
27,50
28,50
29,50
32,50
33,50
7,51
8,51
9,51
10,51
11,51
12,51
13,51
14,51
15,51
16,51
8,52
9,52
10,52
11,52
12,52
13,52
17,52
18,52
23,52
24,52
29,52
30,52
33,52
34,52
9,53
10,53
15,53
16,53
17,53
18,53
19,53
22,53
23,53
25,53
26,53
27,53
28,53
30,53
31,53
33,53
34,53
9,54
10,54
15,54
18,54
19,54
22,54
23,54
24,54
25,54
26,54
27,54
28,54
30,54
31,54
34,54
9,55
10,55
15,55
16,55
23,55
24,55
25,55
26,55
27,55
28,55
29,55
30,55
31,55
34,55
35,55
10,56
11,56
12,56
13,56
14,56
15,56
16,56
17,56
18,56
23,56
24,56
25,56
26,56
27,56
28,56
30,56
31,56
34,56
35,56
10,57
11,57
12,57
13,57
14,57
17,57
18,57
19,57
20,57
24,57
25,57
26,57
27,57
28,57
29,57
30,57
34,57
35,57
10,58
11,58
12,58
13,58
14,58
15,58
18,58
19,58
20,58
25,58
26,58
27,58
28,58
34,58
35,58
10,59
11,59
12,59
13,59
14,59
15,59
16,59
18,59
34,59
35,59
11,60
12,60
13,60
14,60
15,60
16,60
18,60
34,60
35,60
11,61
12,61
13,61
14,61
15,61
16,61
17,61
18,61
34,61
35,61
12,62
13,62
14,62
15,62
16,62
17,62
33,62
34,62
15,63
16,63
17,63
33,63
34,63
16,64
17,64
18,64
19,64
32,64
33,64
18,65
19,65
20,65
21,65
30,65
31,65
32,65
20,66
21,66
22,66
23,66
24,66
25,66
26,66
27,66
28,66
29,66
30,66
31,66
24,67
25,67
26,67
27,67
28,67
29,67
